State,District,year,Murder,Attemp to Murder,Culpable Homicide not amounting to Murder,Hit and Run,Rape,Kidnapping and Abduction,Arson,Sexual Harassment,Grievous Hurt,Causing Death by Negligence,Dowry Deaths,Theft,TotalIpcCrime
AndhraPradesh,Visakhapatnam,2022,38,64,12,12,69,38,22,24,58,339,6,0,682
AndhraPradesh,Vizianagaram,2022,22,22,5,24,30,70,14,21,27,221,3,0,459
AndhraPradesh,West Godavari,2022,14,45,2,12,39,19,10,62,94,188,8,0,493
Arunachal Pradesh,Anjaw,2022,1,0,0,0,0,0,6,0,2,1,7,7,24
Arunachal Pradesh,Changlang,2022,8,2,0,0,5,6,0,2,0,2,0,23,48
Arunachal Pradesh,Crime Branch,2022,0,0,0,2,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Dibang Valley,2022,0,0,0,0,0,0,0,0,0,1,0,2,3
Arunachal Pradesh,Kameng East,2022,4,2,0,0,6,1,0,1,4,4,0,10,32
Arunachal Pradesh,Kameng West,2022,1,1,0,0,2,2,0,0,1,20,0,32,59
Arunachal Pradesh,Kurung Kumey,2022,2,0,1,0,0,0,0,0,3,0,0,3,9
Arunachal Pradesh,Lohit,2022,2,4,0,0,2,4,0,0,2,8,0,13,35
Arunachal Pradesh,Longding,2022,2,2,0,0,1,5,0,0,2,4,0,7,23
Arunachal Pradesh,Lower Dibang Valley,2022,0,1,0,0,7,2,1,0,74,7,0,15,107
Arunachal Pradesh,Papum Pare City,2022,2,2,0,2,20,18,5,1,3,8,0,455,516
Arunachal Pradesh,Papum Pare Rural,2022,8,1,0,0,0,0,0,0,5,5,0,41,60
Arunachal Pradesh,Siang East,2022,4,0,0,0,6,0,0,4,3,15,0,32,64
Arunachal Pradesh,Siang Upper,2022,1,0,0,15,0,0,2,0,5,0,0,8,31
Arunachal Pradesh,Siang West,2022,2,0,0,0,8,3,1,0,0,3,0,7,24
Arunachal Pradesh,Subansiri Lower,2022,1,2,0,3,3,0,0,0,4,0,0,6,19
Arunachal Pradesh,Subansiri Upper,2022,3,1,0,0,0,0,0,0,0,3,0,15,22
Arunachal Pradesh,Tawang,2022,0,0,0,0,2,0,0,0,1,1,0,1,5
Arunachal Pradesh,Tirap,2022,1,5,0,0,1,0,0,0,2,2,0,11,22
Arunachal Pradesh,Namsai,2022,9,0,0,0,1,2,1,1,1,12,0,12,39
Arunachal Pradesh,Siang,2022,1,1,0,0,3,0,1,0,4,7,0,8,25
Arunachal Pradesh,Kamle,2022,1,0,1,0,1,0,2,0,1,3,0,3,12
Arunachal Pradesh,Kra Dadi,2022,1,0,0,0,1,0,0,0,3,2,0,2,9
Arunachal Pradesh,Lower Siang,2022,2,1,0,0,3,0,1,0,3,6,0,20,36
Arunachal Pradesh,Leparada,2022,0,0,0,0,1,1,1,0,2,2,0,6,13
Arunachal Pradesh,Shiyomi,2022,0,1,0,0,1,0,0,0,2,2,0,0,6
Arunachal Pradesh,Pakkessang,2022,0,0,0,0,0,0,0,0,2,0,0,6,8
Assam,BIEO,2022,0,177,6,0,0,0,0,0,0,0,0,0,183
Assam,Barpeta,2022,31,39,1,0,29,63,17,4,231,125,18,752,1310
Assam,Baksa,2022,15,231,4,5,7,25,6,1,49,30,3,127,503
Assam,Bongaigaon,2022,21,230,2,0,22,1,6,0,168,85,2,382,919
Assam,CID,2022,0,45,1,0,0,0,0,0,0,0,0,0,46
Assam,Cachar,2022,60,158,2,0,45,0,37,0,540,132,15,951,1940
Assam,Chirang,2022,14,0,0,0,18,24,0,0,70,50,1,123,300
Assam,Darrang,2022,31,98,1,0,61,0,7,11,297,61,3,234,804
Assam,Dhemaji,2022,17,8,0,20,22,3,1,9,55,99,0,192,426
Assam,Dhubri,2022,35,275,9,15,39,4,18,5,217,88,11,900,1616
Assam,Dibrugarh,2022,56,182,0,49,18,74,5,2,145,115,7,761,1414
Assam,GRP,2022,15,12,0,0,1,1,0,1,11,1,1,208,251
Assam,Goalpara,2022,23,206,7,0,45,23,0,0,57,104,4,324,793
Assam,Golaghat,2022,23,601,0,0,22,13,8,1,49,116,1,356,1190
Assam,Guwahati City,2022,74,0,1,33,62,128,9,36,445,226,10,4492,5516
Assam,Hailakandi,2022,13,4,3,17,40,27,6,12,77,20,2,348,569
Assam,Hamren,2022,7,157,2,0,6,26,4,0,0,12,0,28,242
Assam,Jorhat,2022,37,166,7,39,27,17,11,16,277,49,1,909,1556
Assam,Kamrup,2022,50,0,1,131,98,40,24,46,408,207,16,1027,2048
Assam,Karbi Anglong,2022,25,261,0,43,8,35,0,0,20,52,0,221,665
Assam,Karimganj,2022,32,99,0,1,61,39,13,5,97,67,7,436,857
Assam,Kokrajhar,2022,37,192,0,50,36,0,10,0,16,74,2,311,728
Assam,Lakhimpur,2022,35,329,2,24,16,30,5,0,246,124,3,238,1052
Assam,Morigaon,2022,30,122,0,62,49,86,9,0,56,62,6,414,896
Assam,Dima Hasao,2022,5,190,8,0,3,7,0,1,9,13,0,36,272
Assam,Nagaon,2022,58,51,1,209,65,52,22,24,122,209,6,714,1533
Assam,Nalbari,2022,19,143,4,0,20,19,14,13,188,110,1,383,914
Assam,RPO,2022,0,0,1,0,0,0,0,0,0,0,0,3,4
Assam,SOU,2022,0,573,7,0,0,0,0,0,0,0,0,0,580
Assam,STF,2022,0,29,3,0,0,0,0,0,0,0,0,0,32
Assam,Sibsagar,2022,28,101,1,60,15,2,2,2,120,60,4,429,824
Assam,Sonitpur,2022,62,1052,11,158,68,30,6,1,95,166,33,419,2101
Assam,Tinsukia,2022,59,1,0,0,70,88,11,7,225,91,1,758,1311
Assam,Udalguri,2022,25,328,4,75,21,12,5,2,67,75,5,199,818
Assam,Sadia,2022,2,192,4,0,4,18,0,0,11,0,0,41,272
Assam,Majuli,2022,4,101,0,0,3,2,1,8,29,11,0,12,171
Assam,Biswanath,2022,35,504,0,31,15,4,2,0,68,64,2,120,845
Assam,Hojai,2022,27,395,7,0,46,17,7,5,322,67,2,302,1197
Assam,South Salmara,2022,16,62,2,11,32,6,3,0,148,18,5,106,409
Assam,Charaideo,2022,33,131,0,0,7,29,3,4,51,22,2,95,377
Assam,Bajali,2022,3,287,1,0,4,5,1,0,34,30,1,642,1008
Assam,Araria,2022,15,271,2,5,8,12,2,0,19,32,0,124,490
Bihar,Arwal,2022,82,202,1,5,4,18,1,0,483,186,19,547,1548
Bihar,Aurangabad,2022,16,462,5,7,28,7,5,0,68,81,9,122,810
Bihar,Bagaha,2022,79,0,0,33,7,16,1,0,332,284,28,275,1055
Bihar,Banka,2022,38,0,0,55,36,20,0,0,26,62,23,593,853
Bihar,Begusarai,2022,53,177,1,19,18,16,2,0,113,138,14,796,1347
Bihar,Bettiah,2022,110,39,1,23,8,40,1,0,35,275,20,321,873
Bihar,Kaimur(Bhabhua),2022,37,231,4,93,15,48,2,0,235,124,29,1028,1846
Bihar,Bhagalpur,2022,22,230,0,49,7,15,13,0,393,170,30,1468,2397
Bihar,Bhojpur,2022,96,45,4,53,13,13,1,0,44,124,17,482,892
Bihar,Buxar,2022,100,158,0,82,26,21,6,0,478,297,35,748,1951
Bihar,Darbhanga,2022,37,0,1,145,20,10,6,0,25,96,16,1676,2032
Bihar,Gaya,2022,64,98,1,50,10,38,2,0,647,197,20,831,1958
Bihar,Gopalganj,2022,144,8,1,88,21,67,5,0,165,347,56,177,1079
Bihar,Jamalpur Railway,2022,61,275,1,39,72,15,7,0,85,227,21,390,1193
Bihar,Jamui,2022,1,182,0,92,7,0,0,1,0,0,0,344,627
Bihar,Jehanabad,2022,41,12,1,0,0,26,1,0,25,159,12,548,825
Bihar,Katihar,2022,29,206,3,53,4,25,8,0,26,81,15,193,643
Bihar,Katihar Railway,2022,65,601,2,14,3,0,27,0,707,133,17,320,1889
Bihar,Khagaria,2022,2,0,1,57,50,0,0,0,0,0,0,341,451
Bihar,Kishanganj,2022,63,4,1,0,0,36,2,0,33,153,11,155,458
Bihar,Lakhisarai,2022,44,157,0,103,6,34,2,0,65,48,5,572,1036
Bihar,Madhepura,2022,39,166,2,25,42,32,0,2,476,80,3,667,1534
Bihar,Madhubani,2022,73,0,1,72,10,33,12,0,546,145,10,1757,2659
Bihar,Motihari,2022,68,261,1,60,24,20,2,0,128,210,26,263,1063
Bihar,Munger,2022,146,99,0,74,15,85,22,4,2744,420,75,2586,6270
Bihar,Muzaffarpur,2022,56,192,0,48,15,76,2,2,228,111,7,336,1073
Bihar,Muzaffarpur Railway,2022,136,329,9,69,7,64,0,0,2165,493,79,1199,4550
Bihar,Nalanda,2022,4,122,4,89,57,4,1,0,0,1,1,202,485
Bihar,Naugachia,2022,75,190,2,1,0,69,3,0,782,317,58,750,2247
Bihar,Nawadah,2022,43,51,0,165,12,56,4,0,17,96,5,7813,8262
Bihar,Patna,2022,66,143,0,25,6,45,0,0,902,133,18,604,1942
Bihar,Patna Railway,2022,307,0,0,23,20,183,12,0,1122,736,88,1165,3656
Bihar,Purnea,2022,4,573,2,74,85,0,0,0,0,0,0,1080,1818
Bihar,Rohtas,2022,80,29,0,0,0,39,2,0,456,194,18,482,1300
Bihar,Saharsa,2022,62,101,1,97,79,15,5,0,30,246,25,863,1524
Bihar,Samastipur,2022,37,1052,0,87,3,11,4,0,282,110,3,1595,3184
Bihar,Saran,2022,101,1,4,46,16,32,3,0,12,344,41,203,803
Bihar,Sheikhpura,2022,108,328,2,62,44,45,3,0,856,416,51,100,2015
Bihar,Sheohar,2022,14,192,6,40,15,14,0,0,25,73,10,992,1381
Bihar,Sitamarhi,2022,12,101,1,25,4,21,0,4,22,30,5,1257,1482
Bihar,Siwan,2022,62,504,4,8,4,53,1,1,879,203,37,387,2143
Bihar,Supaul,2022,94,395,2,102,42,73,4,0,76,257,38,1283,2366
Bihar,Vaishali,2022,42,62,1,85,7,30,6,0,351,157,15,0,756
Bihar,Economic Offences Unit,2022,117,131,2,4,8,148,3,0,24,288,47,0,772
Bihar,Anti Terrorist Squad,2022,0,287,0,31,15,0,0,0,0,0,0,177,510
Chattisgarh,Balod,2022,0,271,1,0,0,0,0,0,0,0,0,256,528
Chattisgarh,Balodbazar,2022,16,202,1,0,0,44,8,8,8,171,2,110,570
Chattisgarh,Balrampur,2022,28,462,4,0,22,118,18,10,28,239,4,152,1085
Chattisgarh,Bemetra,2022,56,11,0,51,21,56,11,7,21,183,0,892,1309
Chattisgarh,Bilaspur,2022,31,27,4,0,61,46,3,6,14,195,1,26,414
Chattisgarh,Bizapur,2022,54,16,0,41,10,185,30,0,321,311,2,53,1023
Chattisgarh,Dantewara,2022,36,9,1,295,218,15,9,0,0,61,0,174,818
Chattisgarh,Dhamtari,2022,43,59,1,57,10,25,1,1,0,67,0,845,1109
Chattisgarh,Durg,2022,27,36,1,8,9,42,6,8,55,152,6,71,421
Chattisgarh,Gariyaband,2022,39,18,1,13,17,248,37,15,93,312,5,209,1007
Chattisgarh,GRP Raipur,2022,19,13,0,175,76,28,2,1,14,92,0,167,587
Chattisgarh,Jagdalpur,2022,0,57,1,0,28,4,1,0,2,0,0,405,498
Chattisgarh,Janjgir,2022,27,16,3,0,0,0,5,0,0,197,0,186,434
Chattisgarh,Jashpur,2022,27,1,2,0,47,161,15,0,42,201,7,143,646
Chattisgarh,Kabirdham,2022,64,13,1,39,36,58,7,0,22,197,0,65,502
Chattisgarh,Kanker,2022,22,22,1,40,65,83,12,6,21,128,1,61,462
Chattisgarh,Kondagaon,2022,27,16,0,6,23,41,24,0,29,169,1,252,588
Chattisgarh,Korba,2022,18,9,2,23,38,66,3,8,0,165,0,119,451
Chattisgarh,Koriya,2022,45,25,1,4,4,130,16,3,14,298,0,164,704
Chattisgarh,Mahasamund,2022,13,7,1,275,37,22,3,0,3,81,2,111,555
Chattisgarh,Mungali,2022,22,27,0,81,19,76,6,0,26,269,1,16,543
Chattisgarh,Narayanpur,2022,19,6,0,257,22,40,9,1,34,109,2,426,925
Chattisgarh,Raigarh,2022,9,19,9,17,10,13,6,0,5,36,0,1548,1672
Chattisgarh,Raipur,2022,68,10,4,2,6,126,16,0,26,304,2,467,1031
Chattisgarh,Rajnandgaon,2022,75,10,2,27,75,430,30,9,120,626,6,750,2160
Chattisgarh,Sarguja,2022,32,40,0,130,114,76,15,9,0,178,5,15,614
Chattisgarh,Sukma,2022,48,124,0,171,22,91,12,0,25,202,1,117,813
Chattisgarh,Surajpur,2022,19,28,0,37,78,19,3,0,0,51,0,103,338
Chattisgarh,Gaurela-Pendra-Marwari,2022,48,15,2,6,9,42,7,8,86,228,3,0,454
Chattisgarh,Khairagarh - Chhuikhadan-Gandai,2022,13,27,0,0,52,42,4,0,17,77,0,0,232
Chattisgarh,Manendragarh-Chirmiri-Bharatpur,2022,4,37,1,14,8,49,4,4,2,83,3,0,209
Chattisgarh,Mohla-Manpur-Ambagarh Chouki,2022,12,9,0,81,9,40,5,10,30,113,1,0,310
Chattisgarh,Sakti,2022,12,8,4,0,35,35,5,0,1,72,0,0,172
Chattisgarh,Sarangarh-Bilaigarh,2022,21,16,2,0,9,77,8,0,21,82,2,0,238
Goa,North Goa,2022,19,1,2,13,30,63,2,1,8,94,0,345,578
Goa,South Goa,2022,25,14,2,17,26,33,9,14,55,82,0,177,454
Goa,CID,2022,1,7,0,0,36,30,6,2,29,97,0,43,251
Gujarat,Ahmedabad City,2022,100,123,7,51,34,1,0,3,1,1,0,2622,2943
Gujarat,Ahmedabad Rural,2022,20,26,2,48,3,198,28,68,396,468,2,196,1455
Gujarat,Amreli,2022,18,36,2,6,104,6,5,5,162,293,0,56,693
Gujarat,Anand,2022,17,35,6,88,11,5,3,3,103,121,0,190,582
Gujarat,Arvalli,2022,11,16,3,0,7,16,4,6,102,217,0,190,572
Gujarat,Banaskantha,2022,28,39,6,128,16,16,0,8,33,140,0,252,666
Gujarat,Bharuch,2022,20,27,3,0,6,18,18,0,147,302,0,338,879
Gujarat,Bhavnagar,2022,44,11,5,0,38,23,5,8,96,241,0,113,584
Gujarat,Botad,2022,12,18,4,1,7,16,11,0,152,161,0,20,402
Gujarat,Chhotaudepur,2022,20,12,11,0,22,5,1,2,74,49,0,114,310
Gujarat,CID Crime,2022,1,0,0,0,4,2,2,1,43,115,0,5,173
Gujarat,Dahod,2022,30,14,3,17,8,0,0,0,0,0,0,156,228
Gujarat,Dang,2022,8,1,0,0,0,9,5,4,99,224,0,6,356
Gujarat,Devbhumi Dwarka,2022,8,9,3,0,20,3,1,2,2,24,0,47,119
Gujarat,Gandhinagar,2022,26,24,2,48,0,2,0,2,42,49,0,370,565
Gujarat,Gir Somnath,2022,14,19,1,3,6,19,5,6,85,253,1,51,463
Gujarat,Jamnagar,2022,20,24,4,0,10,2,0,2,70,94,0,127,353
Gujarat,Junagadh,2022,17,31,1,11,16,6,3,0,75,105,0,164,429
Gujarat,Kachchh East(G),2022,21,37,1,0,7,10,6,2,76,107,0,333,600
Gujarat,Kachchh West(B),2022,21,24,2,22,20,20,0,6,82,211,2,273,683
Gujarat,Kheda,2022,22,10,5,32,13,22,2,8,71,123,0,138,446
Gujarat,Mahisagar,2022,16,5,2,14,18,15,3,0,74,223,0,50,420
Gujarat,Mehsana,2022,24,59,2,0,19,11,4,3,44,112,0,266,544
Gujarat,Morbi,2022,19,12,4,18,4,45,2,7,119,231,0,89,550
Gujarat,Narmada,2022,7,8,0,0,19,6,18,0,62,218,0,87,425
Gujarat,Navsari,2022,8,10,3,0,8,1,4,2,25,88,0,80,229
Gujarat,Panchmahal,2022,31,21,5,18,3,4,1,0,22,177,0,168,450
Gujarat,Patan,2022,25,27,4,0,6,10,9,1,112,255,0,212,661
Gujarat,Porbandar,2022,9,5,0,1,16,14,20,8,119,127,0,25,344
Gujarat,Rajkot City,2022,33,52,2,0,10,3,2,5,25,46,0,200,378
Gujarat,Rajkot Rural,2022,29,15,4,14,6,23,7,19,106,150,1,112,486
Gujarat,Sabarkantha,2022,23,22,1,0,29,4,2,10,82,179,0,306,658
Gujarat,Surat City,2022,100,57,11,199,10,14,5,17,38,155,0,1555,2161
Gujarat,Surat Rural,2022,40,20,5,78,14,282,11,0,186,245,2,174,1057
Gujarat,Surendranagar,2022,29,29,0,34,52,18,9,2,49,452,0,138,812
Gujarat,Tapi,2022,11,3,0,52,21,1,4,3,177,172,0,32,476
Gujarat,Vadodara City,2022,17,30,3,79,13,2,2,1,10,129,0,603,889
Gujarat,Vadodara Rural,2022,24,18,6,57,3,26,1,13,84,173,1,146,552
Gujarat,Valsad,2022,28,14,2,61,18,12,0,8,77,287,0,138,645
Gujarat,W.Rly Ahmedabad,2022,3,1,0,3,16,21,1,3,37,302,1,176,564
Gujarat,W.Rly Vadodara,2022,5,2,0,0,10,0,0,1,2,3,0,343,366
Gujarat,Cyber Ahmedabad Range,2022,0,0,0,0,0,0,0,3,5,1,0,0,9
Gujarat,Cyber Bhavnagar Range,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Cyber Border Range,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Cyber Gandhinagar Range,2022,0,0,0,0,0,0,0,0,0,0,0,1,1
Gujarat,Cyber Junagadh Range,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Cyber Panchmahal Range,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Cyber Rajkot Range,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Cyber Surat Range,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Cyber Vadodara Range,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Ambala,2022,28,70,6,0,0,0,0,0,0,0,0,807,911
Haryana,Bhiwani,2022,51,36,6,0,0,0,10,37,47,247,9,582,1025
Haryana,Faridabad,2022,76,51,3,0,83,0,18,59,64,154,8,2669,3185
Haryana,Fatehabad,2022,14,24,3,27,57,244,17,45,127,279,26,504,1367
Haryana,GRP,2022,22,7,0,0,159,1,12,30,55,110,3,588,987
Haryana,Gurugram,2022,90,58,12,200,43,0,0,4,14,7,6,4842,5276
Haryana,Hissar,2022,37,29,3,74,0,92,9,70,180,486,15,1164,2159
Haryana,Jhajjar,2022,61,57,3,0,191,0,20,130,45,153,4,810,1474
Haryana,Jind,2022,39,19,1,0,106,1,14,11,36,239,17,828,1311
Haryana,Kaithal,2022,35,27,0,0,50,0,10,18,14,173,11,878,1216
Haryana,Karnal,2022,66,60,5,75,47,0,9,29,127,152,6,1567,2143
Haryana,Kurukshetra,2022,27,23,0,34,44,2,29,8,159,399,19,1245,1989
Haryana,Mahendergarh,2022,33,30,2,0,128,0,9,48,64,242,3,522,1081
Haryana,Nuh,2022,22,29,1,0,93,2,14,16,56,178,7,704,1122
Haryana,Palwal,2022,58,105,3,97,39,2,6,37,11,172,11,985,1526
Haryana,Panchkula,2022,13,21,0,0,71,8,15,62,50,263,22,478,1003
Haryana,Panipat,2022,72,49,3,0,64,0,0,19,12,105,1,1635,1960
Haryana,Rewari,2022,41,33,1,0,40,1,19,49,100,267,6,927,1484
Haryana,Rohtak,2022,62,62,5,0,108,19,12,38,61,257,10,1525,2159
Haryana,Sirsa,2022,37,30,13,0,49,0,15,67,9,207,9,803,1239
Haryana,Sonipat,2022,76,85,3,94,78,0,12,47,57,148,5,1011,1616
Haryana,Yamunanagar,2022,30,38,0,0,64,0,19,41,32,358,16,1431,2029
Haryana,Irrigation & Power,2022,0,0,0,0,130,117,11,17,141,227,11,0,654
Haryana,Charkhi Dadri,2022,17,18,2,0,105,0,0,0,0,0,0,132,274
Haryana,Hansi,2022,13,15,3,81,0,0,9,4,97,79,5,374,680
Himachal Pradesh,Baddi,2022,8,8,0,18,16,0,6,30,69,84,4,63,306
Himachal Pradesh,Bilaspur,2022,4,6,1,5,22,17,1,7,25,61,0,31,180
Himachal Pradesh,Chamba,2022,3,1,0,0,36,21,6,14,25,18,0,9,133
Himachal Pradesh,CID,2022,0,0,0,0,13,0,10,16,25,47,0,0,111
Himachal Pradesh,GRP,2022,0,0,0,0,25,0,0,0,0,0,0,1,26
Himachal Pradesh,Hamirpur,2022,1,8,3,6,0,0,0,0,0,0,0,19,37
Himachal Pradesh,Kangra,2022,15,16,0,27,0,5,4,33,52,24,0,67,243
Himachal Pradesh,Kinnaur,2022,2,0,0,0,6,57,17,18,112,108,1,7,328
Himachal Pradesh,Kullu,2022,10,3,0,0,53,7,2,3,8,20,0,24,130
Himachal Pradesh,Lahaul & Spiti,2022,2,1,0,0,11,35,5,2,22,48,0,1,127
Himachal Pradesh,Mandi,2022,8,16,3,0,30,0,0,0,2,14,0,36,109
Himachal Pradesh,Shimla,2022,15,8,1,0,1,14,14,0,71,65,0,76,265
Himachal Pradesh,Sirmaur,2022,7,2,2,13,57,16,7,15,59,117,0,65,360
Himachal Pradesh,Solan,2022,4,1,0,0,38,28,0,19,30,79,0,48,247
Himachal Pradesh,Una,2022,6,4,1,0,48,45,7,10,17,34,0,28,200
Himachal Pradesh,Cyber,2022,0,0,0,0,17,20,1,13,30,77,0,0,158
Jharkhand,Bokaro,2022,52,285,2,332,24,0,0,0,0,0,0,120,815
Jharkhand,Chaibasa,2022,108,4,1,75,0,25,5,0,428,332,13,34,1025
Jharkhand,Chatra,2022,53,0,0,70,60,14,1,5,37,160,0,37,437
Jharkhand,Deoghar,2022,86,46,0,13,40,0,0,2,241,115,11,98,652
Jharkhand,Dhanbad,2022,80,46,0,199,25,66,0,11,74,146,14,105,766
Jharkhand,Dhanbad Railway,2022,2,0,0,0,55,66,5,0,9,274,15,0,426
Jharkhand,Dumka,2022,70,55,7,0,77,0,0,2,1,1,0,0,213
Jharkhand,Garhwa,2022,87,173,9,191,0,16,1,4,39,191,8,20,739
Jharkhand,Giridih,2022,69,410,0,71,34,31,12,8,86,191,21,60,993
Jharkhand,Godda,2022,42,229,1,23,36,43,11,0,169,209,35,69,867
Jharkhand,Gumla,2022,86,68,3,155,99,8,0,8,54,95,5,512,1093
Jharkhand,Hazaribagh,2022,84,46,4,189,48,38,4,0,11,155,2,93,674
Jharkhand,Jamshedpur,2022,80,27,9,62,106,0,8,1,130,214,20,9,666
Jharkhand,Jamshedpur Railway,2022,5,2,0,0,61,9,5,0,842,62,9,97,1092
Jharkhand,Jamtara,2022,26,38,0,7,77,1,0,2,0,0,0,80,231
Jharkhand,Khunti,2022,67,24,0,43,0,3,1,0,14,42,5,39,238
Jharkhand,Koderma,2022,22,32,6,12,12,18,0,0,17,118,0,72,309
Jharkhand,Latehar,2022,50,90,0,0,26,13,0,37,6,75,7,3,307
Jharkhand,Lohardagga,2022,28,29,0,65,46,2,3,5,47,94,1,4,324
Jharkhand,Pakur,2022,28,18,0,77,36,15,3,0,8,65,1,3,254
Jharkhand,Palamu,2022,86,397,11,183,32,9,2,4,23,77,0,66,890
Jharkhand,Ramgarh,2022,27,45,0,152,50,7,24,1,266,189,14,29,804
Jharkhand,Ranchi,2022,154,411,0,81,59,3,0,1,40,188,10,56,1003
Jharkhand,Sahebganj,2022,47,292,0,63,20,188,0,47,65,494,12,106,1334
Jharkhand,Saraikela,2022,61,93,4,57,190,18,1,0,0,63,4,112,603
Karnataka,Simdega,2022,50,2,0,0,47,7,0,2,45,150,1,218,522
Karnataka,Bagalkot,2022,41,83,0,24,15,0,0,0,0,98,0,6066,6327
Karnataka,Bengaluru City,2022,173,389,16,222,47,38,6,3,22,367,2,1060,2345
Karnataka,Bengaluru District,2022,70,87,3,110,12,906,51,120,268,902,29,433,2991
Karnataka,Belagavi District,2022,69,163,0,59,151,249,8,71,24,585,14,548,1941
Karnataka,Ballari,2022,26,50,2,0,21,96,5,2,143,707,3,286,1341
Karnataka,Bidar,2022,54,43,1,48,22,37,1,17,39,217,1,326,806
Karnataka,Vijayapura,2022,59,128,1,40,9,41,5,2,51,312,4,239,891
Karnataka,Chikkaballapura,2022,29,62,0,11,11,75,0,6,83,395,3,96,771
Karnataka,Chamarajnagar,2022,19,63,3,14,20,51,6,11,67,256,11,229,750
Karnataka,Chikkamagaluru,2022,14,77,5,55,9,27,10,6,18,179,1,232,633
Karnataka,Chitradurga,2022,30,80,3,110,9,76,4,43,53,238,4,84,734
Karnataka,Dakshina Kannada,2022,22,28,1,6,6,82,4,9,69,408,7,465,1107
Karnataka,Davanagere,2022,29,112,2,36,12,20,3,10,12,152,0,114,502
Karnataka,Dharwad,2022,26,51,1,70,10,117,0,6,28,311,7,86,713
Karnataka,Gadag,2022,22,33,0,3,17,18,3,6,16,212,0,369,699
Karnataka,Kalaburgi,2022,55,64,3,20,3,22,5,7,20,162,2,364,727
Karnataka,Hassan,2022,63,128,3,27,7,41,4,0,49,290,3,250,865
Karnataka,Haveri,2022,16,94,4,24,12,67,9,12,98,456,5,314,1111
Karnataka,Hubballi Dharwad City,2022,17,75,1,5,13,68,5,11,27,258,4,75,559
Karnataka,K.G.F.,2022,12,28,0,11,13,28,4,4,42,102,2,107,353
Karnataka,Kodagu,2022,19,47,4,7,10,20,2,0,37,50,1,255,452
Karnataka,Kolar,2022,28,81,1,38,5,34,5,5,32,70,0,214,513
Karnataka,Koppal,2022,18,63,0,3,8,73,7,15,58,241,7,448,941
Karnataka,Mandya,2022,57,86,3,49,12,40,1,0,180,251,4,181,864
Karnataka,Mangaluru City,2022,11,52,11,12,8,118,18,8,22,456,5,445,1166
Karnataka,Mysuru City,2022,26,69,0,8,10,31,3,11,27,161,3,453,802
Karnataka,Mysuru District,2022,62,94,1,132,12,61,4,11,32,181,3,342,935
Karnataka,Raichur,2022,43,84,4,36,15,82,10,13,41,447,8,764,1547
Karnataka,K.Railways,2022,11,9,0,0,22,25,8,16,94,305,6,432,928
Karnataka,Ramanagara,2022,44,87,2,0,24,9,0,3,2,3,0,393,567
Karnataka,Shimoga,2022,31,142,6,13,0,117,7,11,70,350,4,478,1229
Karnataka,Tumakuru,2022,79,120,5,95,14,126,24,10,36,347,10,103,969
Karnataka,Udupi,2022,16,27,0,3,23,128,10,123,40,702,4,109,1185
Karnataka,Uttara Kannada,2022,15,47,1,14,19,29,0,11,17,247,0,141,541
Karnataka,Yadgiri,2022,21,53,1,7,10,45,3,11,29,241,1,209,631
Karnataka,Belagavi City,2022,36,74,0,15,11,21,2,10,24,171,1,212,577
Karnataka,Kalaburgi City,2022,27,73,0,6,15,38,3,7,27,164,2,0,362
Karnataka,Vijayanagara,2022,14,58,0,6,6,50,7,0,59,110,3,0,313
Kerala,All Districts,2022,15,39,4,0,7,24,4,2,37,219,1,147,499
Kerala,Alapuzha,2022,16,39,8,3,7,0,13,62,113,183,0,230,674
Kerala,Ernakulam Commr.,2022,16,30,2,0,47,8,12,34,172,287,0,232,840
Kerala,Ernakulam Rural,2022,18,58,13,33,35,14,4,145,98,129,1,115,663
Kerala,Idukki,2022,32,42,5,6,97,26,13,119,173,289,0,57,859
Kerala,Kannur City,2022,7,20,1,1,61,7,6,80,106,77,1,96,463
Kerala,Kasargod,2022,7,14,3,0,40,0,18,13,37,121,0,128,381
Kerala,Kollam Commr.,2022,12,42,0,0,21,6,12,19,56,104,0,107,379
Kerala,Kollam Rural,2022,20,37,4,0,26,7,10,0,109,181,1,141,536
Kerala,Kottayam,2022,18,33,7,10,28,8,13,48,158,141,0,227,691
Kerala,Kozhikode Commr.,2022,7,19,2,1,23,21,3,64,89,220,1,88,538
Kerala,Kozhikode Rural,2022,12,23,4,1,44,43,7,118,58,170,0,193,673
Kerala,Malappuram,2022,23,47,5,1,42,34,35,162,81,170,0,159,759
Kerala,Palakkad,2022,38,32,9,10,46,37,15,239,136,315,1,100,978
Kerala,Pathanamthitta,2022,9,40,9,8,81,27,27,148,99,282,0,149,879
Kerala,Railways,2022,0,0,0,0,30,15,12,45,115,146,2,154,519
Kerala,Thrissur Rural,2022,17,32,1,2,34,1,0,12,1,0,0,124,224
