State,District,year,Murder,Attemp to Murder,Culpable Homicide not amounting to Murder,Hit and Run,Rape,Kidnapping and Abduction,Arson,Sexual Harassment,Grievous Hurt,Causing Death by Negligence,Dowry Deaths,Theft,TotalIpcCrime
Tamil Nadu,Thirunelveli City,2022,18,44,0,7,1,19,35,16,22,301,1,154,618
Tamil Nadu,Thiruvallur,2022,19,52,1,39,11,5,9,6,5,89,1,148,385
Tamil Nadu,Thiruvannamalai,2022,42,69,2,59,8,2,3,2,18,335,0,179,719
Tamil Nadu,Thiruvarur,2022,21,32,1,9,9,9,4,5,75,535,0,81,781
Tamil Nadu,Thoothukudi,2022,84,130,8,35,14,7,7,0,4,205,1,315,810
Tamil Nadu,Tiruppur,2022,0,0,0,0,0,0,0,0,0,0,0,253,253
Tamil Nadu,Tiruppur City,2022,23,20,0,5,2,9,9,0,6,704,0,156,934
Tamil Nadu,Trichy,2022,37,56,0,38,16,23,1,0,0,158,0,331,660
Tamil Nadu,Trichy City,2022,22,23,2,30,5,13,5,7,3,540,0,254,904
Tamil Nadu,Vellore,2022,24,32,0,0,2,8,5,4,7,151,3,157,393
Tamil Nadu,Villupuram,2022,23,65,6,66,22,6,1,1,11,307,0,242,750
Tamil Nadu,Virudhunagar,2022,58,41,2,25,17,43,14,0,30,548,11,195,984
Tamil Nadu,Cyber Cell,2022,0,0,0,0,0,11,23,8,69,485,11,0,607
Tamil Nadu,Other Units,2022,0,0,0,0,0,0,0,0,0,0,4,0,4
Tamil Nadu,Chengalpattu,2022,32,29,1,26,8,0,0,0,0,0,4,155,255
Tamil Nadu,Kallakurichi,2022,24,44,3,8,8,1,0,0,2,404,5,114,613
Tamil Nadu,Ranipet,2022,25,14,0,38,0,25,6,0,0,271,12,149,540
Tamil Nadu,Tiruppattur,2022,22,15,1,18,4,1,0,2,19,259,4,133,478
Tamil Nadu,Tenkasi,2022,41,83,4,14,8,9,5,0,27,198,7,186,582
Tamil Nadu,Avadi,2022,63,93,0,34,10,12,25,13,38,262,14,0,564
Tamil Nadu,Tambaram,2022,62,95,2,30,17,12,2,1,14,372,3,0,610
Telangana,Cyberabad Commissionerate,2022,106,124,62,95,124,11,13,0,14,485,2,3922,4958
Telangana,Hyderabad Commissionerate,2022,79,236,12,66,104,613,58,59,92,908,4,2419,4650
Telangana,Karimnagar Commissionerate,2022,24,41,3,16,10,609,60,64,118,332,2,117,1396
Telangana,Khammam Commissionerate,2022,25,45,10,12,18,42,11,41,57,201,1,286,749
Telangana,Nizamabad Commissionerate,2022,58,77,7,56,17,93,26,51,72,195,4,479,1135
Telangana,Rachakonda Commissionerate,2022,64,130,14,126,172,82,30,22,47,316,3,1946,2952
Telangana,Ramagundam Commissionerate,2022,56,63,14,5,11,392,83,0,69,728,1,370,1792
Telangana,Siddipet Commissionerate,2022,23,22,7,14,23,68,30,42,96,303,0,572,1200
Telangana,Warangal Commissionerate,2022,41,86,14,26,50,47,21,23,46,281,7,468,1110
Telangana,Adilabad,2022,12,33,4,17,17,195,38,51,138,408,2,73,988
Telangana,Bhadradri Kothagudem,2022,25,37,10,13,24,21,7,8,13,141,6,209,514
Telangana,Jagityal,2022,30,79,12,16,9,101,10,33,43,229,3,166,731
Telangana,Jayashankar Bhupalpalli,2022,13,26,3,0,5,32,0,0,41,192,4,32,348
Telangana,Jogulamba Gadwal,2022,20,18,2,16,6,37,12,23,8,71,10,279,502
Telangana,Kamareddy ,2022,40,15,2,31,9,14,9,2,48,137,5,312,624
Telangana,Kumaram Bheem Asifabad,2022,14,12,5,1,17,7,23,18,64,243,3,65,472
Telangana,Mahabubabad,2022,28,48,11,3,23,42,2,7,27,63,0,65,319
Telangana,Mahabubnagar,2022,21,19,4,46,11,69,16,16,49,137,1,183,572
Telangana,Medak,2022,32,36,8,19,5,88,5,36,51,222,3,201,706
Telangana,Nagarkurnool,2022,26,24,4,1,14,40,33,15,33,256,1,107,554
Telangana,Nalgonda,2022,35,59,5,66,31,51,8,11,30,171,1,190,658
Telangana,Nirmal,2022,15,53,9,0,8,71,30,45,53,326,2,92,704
Telangana,Rajanna Siricilla,2022,17,52,1,95,21,34,6,14,15,128,0,86,469
Telangana,Sangareddy,2022,45,46,15,121,24,24,5,14,34,95,3,340,766
Telangana,Suryapet,2022,27,53,5,32,23,30,25,13,18,434,5,244,909
Telangana,Vikarabad,2022,30,38,4,0,18,48,20,31,51,234,4,128,606
Telangana,Wanaparthy,2022,13,11,1,11,7,53,23,11,35,172,2,155,494
Telangana,Railway Police Secunderabad,2022,1,0,0,0,0,26,5,13,29,118,0,434,626
Telangana,Mulug,2022,7,7,7,11,7,6,0,2,1,0,8,28,84
Telangana,Narayanpet,2022,10,10,1,0,6,19,4,10,8,93,84,49,294
Tripura,Dhalai,2022,17,17,0,0,8,27,0,10,9,99,54,17,258
Tripura,Gomati,2022,7,5,0,0,11,8,8,1,70,17,48,44,219
Tripura,GRP,2022,0,0,0,0,0,10,7,0,59,26,13,2,117
Tripura,Kowai,2022,11,7,0,2,5,1,0,0,1,0,10,27,64
Tripura,North,2022,18,28,0,22,10,5,7,0,45,21,21,35,212
Tripura,Sipahijala,2022,12,4,0,0,7,15,5,0,71,24,23,28,189
Tripura,South,2022,15,12,0,30,5,14,9,0,122,31,50,20,308
Tripura,Unakoti,2022,6,13,0,14,7,12,4,1,61,31,12,17,178
Tripura,West,2022,23,59,0,43,9,14,0,1,90,16,51,171,477
Uttar Pradesh,Agra,2022,80,114,0,1089,98,26,19,7,192,74,16,1917,3632
Uttar Pradesh,Aligarh,2022,98,219,33,0,57,224,0,256,176,1089,22,1098,3272
Uttar Pradesh,Prayagraj,2022,100,95,38,0,106,653,31,386,353,580,30,1349,3721
Uttar Pradesh,Ambedkar Nagar,2022,43,13,36,162,66,404,22,199,169,1438,30,219,2801
Uttar Pradesh,Amethi,2022,35,39,19,0,35,174,0,0,62,162,57,212,795
Uttar Pradesh,Auraiya,2022,29,43,9,0,14,91,5,9,75,183,10,343,811
Uttar Pradesh,Azamgarh,2022,46,77,17,371,77,133,0,74,87,194,24,203,1303
Uttar Pradesh,Badaun,2022,56,79,12,334,61,404,0,26,148,371,41,396,1928
Uttar Pradesh,Baghpat,2022,49,117,28,0,26,115,10,208,356,334,11,282,1536
Uttar Pradesh,Bahraich,2022,57,20,10,0,40,297,0,9,103,151,8,334,1029
Uttar Pradesh,Ballia,2022,40,25,20,209,30,481,4,0,218,294,23,410,1754
Uttar Pradesh,Balrampur,2022,23,12,18,131,65,226,10,14,138,213,33,268,1151
Uttar Pradesh,Banda,2022,57,29,10,238,34,195,3,44,79,133,31,80,933
Uttar Pradesh,Barabanki,2022,43,21,18,400,23,207,2,18,95,238,23,186,1274
Uttar Pradesh,Bareilly,2022,86,140,11,550,27,416,14,25,86,402,17,192,1966
Uttar Pradesh,Basti,2022,32,10,30,194,85,504,0,272,248,560,42,892,2869
Uttar Pradesh,Bijnor,2022,48,43,16,358,27,213,0,40,88,194,55,163,1245
Uttar Pradesh,Bulandshahar,2022,56,45,25,388,49,22,0,15,169,358,1,357,1485
Uttar Pradesh,Chandoli,2022,24,12,19,137,20,144,0,29,203,555,32,1062,2237
Uttar Pradesh,Chitrakoot,2022,20,7,16,136,21,40,1,11,296,142,51,174,915
Uttar Pradesh,Deoria,2022,27,54,7,589,13,43,0,43,90,136,29,83,1114
Uttar Pradesh,Etah,2022,31,156,17,0,11,26,0,0,778,589,49,99,1756
Uttar Pradesh,Etawah,2022,48,23,23,290,19,58,6,66,35,290,31,265,1154
Uttar Pradesh,Ayodhya,2022,46,24,15,295,52,118,0,15,439,290,20,377,1691
Uttar Pradesh,Fatehgarh,2022,51,52,12,173,38,350,10,10,76,303,23,424,1522
Uttar Pradesh,Fatehpur,2022,32,27,4,290,24,174,0,38,44,173,53,167,1026
Uttar Pradesh,Firozabad,2022,89,80,20,343,133,151,8,116,327,391,26,251,1935
Uttar Pradesh,GRP,2022,16,6,15,0,5,639,19,372,122,350,25,846,2415
Uttar Pradesh,Gautambudh Nagar,2022,53,70,1,257,29,16,0,15,6,0,28,2903,3378
Uttar Pradesh,Ghaziabad,2022,107,116,19,343,103,449,0,79,85,363,26,2136,3826
Uttar Pradesh,Ghazipur,2022,40,51,32,189,25,124,5,143,195,359,24,4133,5320
Uttar Pradesh,Gonda,2022,30,35,13,290,27,155,10,190,165,189,18,348,1470
Uttar Pradesh,Gorakhpur,2022,71,101,19,564,107,292,0,6,355,290,43,134,1982
Uttar Pradesh,Hamirpur,2022,20,16,24,0,17,169,0,114,205,604,28,902,2099
Uttar Pradesh,Hapur,2022,33,48,6,0,25,64,10,2,43,180,13,112,536
Uttar Pradesh,Hardoi,2022,41,38,6,477,47,323,0,0,25,187,53,514,1711
Uttar Pradesh,Hathras,2022,37,37,22,195,41,133,12,144,460,477,27,257,1842
Uttar Pradesh,Jalaun,2022,19,23,13,160,18,242,4,25,58,196,13,381,1152
Uttar Pradesh,Jaunpur,2022,48,49,7,214,120,142,0,39,65,161,43,186,1074
Uttar Pradesh,Jhansi,2022,35,24,31,288,43,201,57,0,31,218,21,434,1383
Uttar Pradesh,Kannauj,2022,58,44,15,217,43,85,0,0,138,288,8,216,1112
Uttar Pradesh,Kanpur Dehat,2022,33,10,14,204,10,349,0,0,1,217,43,183,1064
Uttar Pradesh,Kanpur Commissionarate,2022,81,52,10,0,86,151,0,0,64,284,34,157,919
Uttar Pradesh,Kasganj,2022,37,48,20,0,50,341,0,240,151,575,8,691,2161
Uttar Pradesh,Kaushambi,2022,34,20,11,190,45,224,0,120,74,0,28,203,949
Uttar Pradesh,Khiri,2022,73,47,19,249,94,144,0,28,95,190,26,213,1178
Uttar Pradesh,Kushi Nagar,2022,39,36,18,374,21,407,0,0,168,549,23,284,1919
Uttar Pradesh,Lalitpur,2022,13,19,14,0,27,466,6,75,604,389,23,272,1908
Uttar Pradesh,Lucknow Commissionarate,2022,131,158,11,355,156,42,11,43,104,125,28,65,1229
Uttar Pradesh,Maharajganj,2022,21,5,40,0,22,293,0,0,243,361,20,1932,2937
Uttar Pradesh,Mahoba,2022,8,20,14,116,13,11,2,2,114,273,13,160,746
Uttar Pradesh,Mainpuri,2022,40,120,6,323,23,62,6,15,92,116,25,82,910
Uttar Pradesh,Mathura,2022,84,119,16,483,87,236,2,105,381,323,25,372,2233
Uttar Pradesh,Mau,2022,25,43,25,154,46,397,7,28,104,484,40,1770,3123
Uttar Pradesh,Meerut,2022,97,126,12,323,103,155,0,6,0,154,9,254,1239
Uttar Pradesh,Mirzapur,2022,26,17,11,258,19,500,9,84,12,323,55,2190,3504
Uttar Pradesh,Moradabad,2022,36,30,21,111,23,54,0,33,133,265,5,145,856
Uttar Pradesh,Muzaffarnagar,2022,54,77,6,295,64,72,0,0,25,201,27,979,1800
Uttar Pradesh,Pilibhit,2022,67,55,4,226,155,49,0,0,0,295,21,411,1283
Uttar Pradesh,Pratapgarh,2022,84,77,16,0,74,492,10,130,112,226,48,168,1437
Uttar Pradesh,Raibareilly,2022,32,36,12,322,30,221,0,92,164,0,23,470,1402
Uttar Pradesh,Rampur,2022,35,36,16,257,109,295,0,0,131,322,15,291,1507
Uttar Pradesh,Saharanpur,2022,33,44,11,0,29,186,2,60,73,264,20,249,971
Uttar Pradesh,Sambhal,2022,55,38,15,230,87,238,0,28,119,465,30,360,1665
Uttar Pradesh,Sant Kabirnagar,2022,22,10,18,147,42,131,9,0,314,230,25,328,1276
Uttar Pradesh,Shahjahanpur,2022,56,73,9,0,29,101,0,110,172,147,0,66,763
Uttar Pradesh,Shamli,2022,24,38,24,0,34,111,8,0,411,327,0,123,1100
Uttar Pradesh,Shrawasti,2022,12,17,10,68,41,36,0,36,50,104,0,258,632
Uttar Pradesh,Sidharthnagar,2022,20,5,4,131,42,131,3,10,83,68,0,50,547
Uttar Pradesh,Sitapur,2022,64,33,4,287,14,58,0,37,15,131,1,101,745
Uttar Pradesh,Sonbhadra,2022,42,13,38,415,62,272,0,0,111,287,0,278,1518
Uttar Pradesh,Bhadohi,2022,17,11,25,0,9,62,2,51,260,415,1,192,1045
Uttar Pradesh,Sultanpur,2022,52,76,8,235,51,124,2,28,269,105,8,151,1109
Uttar Pradesh,Unnao,2022,45,31,25,444,31,455,26,23,171,237,20,470,1978
Uttar Pradesh,Varanasi Commissionarate,2022,45,14,10,275,61,285,13,16,738,444,9,324,2234
Uttar Pradesh,Lucknow Grameen,2022,0,0,17,0,0,215,5,78,72,275,1,912,1575
Uttar Pradesh,Kanpur Outer,2022,0,0,0,0,0,0,0,0,0,0,3,30,33
Uttar Pradesh,Vasanasi Dehat,2022,0,0,0,0,0,0,0,0,0,0,0,193,193
Uttarakhand,Almora,2022,2,3,0,0,16,0,0,0,0,0,3,262,286
Uttarakhand,Bageshwar,2022,5,2,0,6,10,2,1,0,3,0,24,17,70
Uttarakhand,Chamoli,2022,1,1,0,4,4,0,0,0,1,8,0,9,28
Uttarakhand,Champawat,2022,4,1,0,0,7,39,2,0,10,4,0,11,78
Uttarakhand,Dehradun,2022,34,32,1,176,184,45,0,0,3,12,0,10,497
Uttarakhand,Haridwar,2022,39,66,4,0,229,327,12,0,72,176,10,445,1380
Uttarakhand,Nainital,2022,22,27,17,104,103,230,0,0,16,0,15,839,1373
Uttarakhand,Pauri Garhwal,2022,14,3,8,0,20,224,3,8,17,109,18,206,630
Uttarakhand,Pithoragarh,2022,4,3,0,0,17,37,1,2,8,13,13,40,138
Uttarakhand,Rudra Prayag,2022,4,0,1,8,1,60,4,0,11,4,6,12,111
Uttarakhand,Tehri Garhwal,2022,3,4,0,5,15,20,0,0,0,8,8,5,68
Uttarakhand,Udhamsingh Nagar,2022,49,96,3,25,247,15,2,4,1,20,19,17,498
Uttarakhand,Uttarkashi,2022,6,0,9,0,13,138,0,0,0,35,11,508,720
Uttarakhand,GRP,2022,0,0,0,0,1,31,0,0,5,0,0,13,50
Uttarakhand,Cyber Cell,2022,0,0,0,0,0,1,0,0,0,0,22,63,86
West Bengal,Alipurduar,2022,49,112,0,10,32,0,0,0,0,0,0,145,348
West Bengal,Asansol-Durgapur PC,2022,53,171,14,0,19,151,10,3,306,75,8,159,969
West Bengal,Bankura,2022,43,271,11,0,17,61,8,10,4,347,10,307,1089
West Bengal,Barrackpur PC,2022,59,492,8,0,17,107,9,5,618,235,19,102,1671
West Bengal,Bidhannagar PC,2022,20,109,12,0,13,284,19,30,985,101,3,672,2248
West Bengal,Birbhum,2022,90,765,3,0,28,75,1,19,79,60,0,209,1329
West Bengal,Coochbehar,2022,42,435,15,0,56,100,14,4,453,134,4,207,1464
West Bengal,Dakshin Dinajpur,2022,40,399,7,0,21,445,31,11,254,142,11,214,1575
West Bengal,Darjeeling,2022,20,48,5,0,8,214,5,2,607,135,15,117,1176
West Bengal,Hooghly Rural Police,2022,40,264,7,0,23,83,0,0,60,50,12,123,662
West Bengal,Howrah GRP,2022,4,2,4,0,0,156,15,3,57,201,25,272,739
West Bengal,Howrah PC,2022,30,291,1,0,11,2,0,1,0,1,8,152,497
West Bengal,Howrah Rural,2022,46,218,1,4,12,123,15,17,86,243,1,289,1055
West Bengal,Jalpaiguri,2022,37,301,2,0,28,184,7,3,74,142,1,102,881
West Bengal,Jhargram,2022,27,60,12,0,6,180,9,0,0,130,3,255,682
West Bengal,Kharagpur GRP,2022,8,2,3,0,0,84,0,2,112,76,15,70,372
West Bengal,Kolkata,2022,34,131,0,0,11,0,0,0,1,1,6,144,328
West Bengal,Malda,2022,97,1161,15,0,187,452,10,25,341,234,15,1246,3783
West Bengal,Murshidabad Police District,2022,124,1832,11,0,108,485,26,9,2090,255,0,445,5385
West Bengal,Paschim Medinipur,2022,110,1,6,0,29,456,18,14,2379,268,13,211,3505
West Bengal,Purab Medinipur,2022,79,748,14,0,45,341,34,13,1013,84,5,743,3119
West Bengal,Purulia,2022,51,136,8,0,10,700,6,11,40,397,12,331,1702
West Bengal,Sealdah GRP,2022,10,10,6,0,0,49,7,4,536,98,17,100,837
West Bengal,Siliguri GRP,2022,8,4,0,0,0,4,0,1,19,2,13,106,157
West Bengal,Siliguri PC,2022,24,83,0,10,11,3,0,1,0,1,9,78,220
West Bengal,Baruipur Police,2022,96,238,5,0,68,272,1,39,268,87,10,467,1551
West Bengal,Chandannagar PC,2022,12,102,3,0,9,498,0,11,247,108,14,327,1331
West Bengal,Diamond Harbour Police,2022,40,303,5,2,15,57,7,4,49,66,14,107,669
West Bengal,Kalimpong,2022,7,12,9,0,4,131,6,6,592,119,21,150,1057
West Bengal,Purba Bardhaman,2022,69,209,0,0,31,10,0,3,30,16,0,35,403
West Bengal,Sundarban Police,2022,51,8,11,0,28,393,14,15,614,225,0,199,1558
West Bengal,Barasat,2022,42,493,4,0,29,234,11,5,888,74,0,124,1904
West Bengal,Basirhat,2022,37,525,3,0,50,190,10,9,1059,122,1,253,2259
West Bengal,Bangaon,2022,17,146,4,0,35,417,4,12,921,65,1,100,1722
West Bengal,Islampur,2022,23,408,4,0,22,149,0,10,781,50,0,106,1553
West Bengal,Jangipur Police District,2022,25,426,1,0,10,93,0,0,414,98,0,132,1199
West Bengal,Krishnagar,2022,74,602,3,5,72,126,0,0,403,69,3,108,1465
West Bengal,Raiganj,2022,22,552,6,1,27,412,15,0,744,151,0,199,2129
West Bengal,Ranaghat,2022,36,209,7,0,19,163,14,0,282,106,9,165,1010
A&N Islands,South Andaman,2022,4,7,4,3,10,204,3,24,142,63,0,0,464
A&N Islands,North & Middle Andaman,2022,2,0,3,0,0,13,0,7,22,23,0,15,85
A&N Islands,Nicobar,2022,1,1,0,0,2,2,1,0,9,7,0,4,27
Chandigarh,Chandigarh,2022,18,21,6,32,78,141,0,0,1,1,0,757,1055
D&N Haveli and Daman & Diu,D&N Haveli,2022,10,4,0,19,8,28,8,7,19,77,6,30,216
D&N Haveli and Daman & Diu,Daman,2022,6,2,1,8,1,21,1,3,28,60,17,30,178
D&N Haveli and Daman & Diu,Diu,2022,0,0,0,0,0,2,1,2,2,40,9,4,60
Delhi,Central,2022,22,41,9,59,111,219,0,0,4,59,18,8873,9415
Delhi,Crime Branch,2022,0,2,0,0,0,0,6,38,17,0,1,2,66
Delhi,East,2022,36,45,3,46,82,292,0,0,0,99,4,15389,15996
Delhi,EOW,2022,0,0,0,0,0,0,6,27,26,0,10,0,69
Delhi,IGI Airport,2022,0,0,0,2,4,2,0,0,0,11,7,220,246
Delhi,Metro,2022,1,0,0,1,1,5,0,1,1,2,0,2416,2428
Delhi,New Delhi,2022,7,5,0,15,11,32,1,5,2,62,0,1523,1663
Delhi,North,2022,37,54,6,55,49,326,5,10,7,96,0,14358,15003
Delhi,North-East,2022,44,56,19,13,76,556,5,7,22,85,6,19183,20072
Delhi,North-West,2022,44,76,7,72,67,310,10,17,25,132,15,19211,19986
Delhi,Outer,2022,33,42,11,37,65,483,6,23,51,150,3,14891,15795
Delhi,RAILWAY,2022,7,3,0,0,1,14,9,22,34,3,12,2249,2354
Delhi,South,2022,40,90,2,23,94,400,0,1,1,95,11,12127,12884
Delhi,South-East,2022,43,72,5,120,121,490,9,25,46,120,0,14384,15435
Delhi,South-West,2022,18,21,3,36,84,332,2,0,51,125,0,9510,10182
Delhi,Spl Cell,2022,0,19,0,0,0,0,8,16,15,0,0,0,58
Delhi,SPUWAC,2022,0,0,0,0,0,0,0,7,0,0,0,0,7
Delhi,Vigilance,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,West,2022,31,50,7,82,76,312,0,0,0,165,0,16224,16947
Delhi,Rohini,2022,43,50,3,18,82,408,9,20,27,77,0,13086,13823
Delhi,Shahdara,2022,16,45,3,29,67,270,7,38,20,76,0,11483,12054
Delhi,Dwarka,2022,30,44,6,41,145,460,5,30,19,111,1,15847,16739
Delhi,Outer North,2022,57,70,6,50,76,730,10,52,37,218,0,9005,10311
Jammu & Kashmir,Anantnag,2022,5,26,10,0,19,69,7,27,26,29,4,63,285
Jammu & Kashmir,Awantipora,2022,0,11,0,15,2,31,7,0,0,15,1,31,113
Jammu & Kashmir,Bandipora,2022,2,5,0,0,5,26,1,0,6,20,0,9,74
Jammu & Kashmir,Baramulla,2022,9,38,1,0,10,53,2,0,0,0,0,0,113
Jammu & Kashmir,Budgam,2022,4,34,1,0,14,65,7,0,0,13,0,1,139
Jammu & Kashmir,Special Crime Wing Jammu,2022,0,0,0,0,0,0,6,0,1,0,0,19,26
Jammu & Kashmir,Special Crime Wing Kashmir,2022,0,0,0,0,0,0,0,0,0,0,0,67,67
Jammu & Kashmir,Doda,2022,1,4,0,0,12,21,0,0,0,1,0,7,46
Jammu & Kashmir,Ganderbal,2022,1,3,1,0,9,39,5,0,0,21,0,24,103
Jammu & Kashmir,Handwara,2022,0,7,0,2,0,29,3,2,9,12,0,1,65
Jammu & Kashmir,Jammu,2022,9,75,0,0,57,146,4,0,0,94,0,36,421
Jammu & Kashmir,Kathua,2022,7,9,0,23,15,43,11,0,9,86,0,76,279
Jammu & Kashmir,Kishtwar,2022,0,0,3,0,4,22,2,0,1,4,0,65,101
Jammu & Kashmir,Kulgam,2022,0,9,1,15,10,43,3,0,0,15,2,48,146
Jammu & Kashmir,Kupwara,2022,2,1,2,0,9,47,3,0,0,9,0,28,101
Jammu & Kashmir,Poonch,2022,4,18,0,0,22,46,9,0,0,31,0,0,130
Jammu & Kashmir,Pulwama,2022,6,7,3,0,4,27,16,0,15,9,1,63,151
Jammu & Kashmir,Railways Jammu,2022,0,0,0,0,0,0,5,0,0,1,0,31,37
Jammu & Kashmir,Railways Kashmir,2022,0,0,0,0,0,0,0,0,0,0,0,9,9
Jammu & Kashmir,Railways Katra,2022,1,1,0,0,1,0,0,0,0,0,0,0,3
Jammu & Kashmir,Rajouri,2022,10,47,0,1,34,57,0,0,1,29,0,1,180
Jammu & Kashmir,Ramban,2022,2,9,0,3,4,15,12,0,0,35,0,19,99
Jammu & Kashmir,Reasi,2022,7,13,1,29,17,37,2,0,4,34,0,67,211
Jammu & Kashmir,Samba,2022,0,19,1,46,13,24,1,0,0,46,0,7,157
Jammu & Kashmir,Shopian,2022,4,19,0,0,1,26,0,0,0,3,0,24,77
Jammu & Kashmir,Sopore,2022,0,27,0,1,2,20,1,0,0,19,0,1,71
Jammu & Kashmir,Srinagar,2022,13,58,1,1,12,118,5,0,3,50,0,36,297
Jammu & Kashmir,Udhampur,2022,12,14,0,0,11,42,12,4,2,57,0,76,230
Jammu & Kashmir,Cyber Crime Jammu,2022,0,0,0,0,0,0,7,0,0,0,0,65,72
Jammu & Kashmir,Cyber Crime Kashmir,2022,0,0,0,0,0,0,0,0,0,0,0,48,48
Jammu & Kashmir,Anti Narcotic Task Force Jammu,2022,0,0,0,0,0,0,0,0,0,0,0,28,28
Jammu & Kashmir,Anti Narcotic Task Force Kashmir,2022,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,EOW Jammu,2022,0,0,0,0,0,0,0,0,0,0,0,5,5
Jammu & Kashmir,EOW Kashmir,2022,0,0,0,0,0,0,0,0,0,0,0,45,45
Jammu & Kashmir,CICE Jammu,2022,0,0,0,0,0,0,0,0,0,0,0,5,5
Jammu & Kashmir,CICE Kashmir,2022,0,0,0,0,0,0,0,0,0,0,0,20,20
AndhraPradesh,Alluri Sitharama Raju,2021,107,201,7,43,104,14,60,140,19,595,9,604,1903
AndhraPradesh,Anakapalli,2021,68,55,11,20,13,0,21,16,120,488,18,556,1386
AndhraPradesh,Anantapuramu,2021,64,120,10,40,28,9,26,20,15,476,3,527,1338
AndhraPradesh,Annamayya,2021,64,71,10,232,118,68,34,135,54,740,11,1045,2582
AndhraPradesh,Bapatla,2021,2,0,1,0,0,0,0,2,1,1,1,299,307
AndhraPradesh,Chittoor,2021,65,143,2,34,64,53,73,70,89,622,3,705,1923
AndhraPradesh,Dr BR Ambedkar Konaseema,2021,38,86,2,49,59,43,25,78,5,307,7,716,1415
AndhraPradesh,East Godavari,2021,44,67,7,31,66,60,35,50,24,356,7,578,1325
AndhraPradesh,Eluru,2021,89,161,9,6,65,0,43,112,39,642,7,492,1665
AndhraPradesh,Guntakal Railway,2021,76,133,6,51,65,23,37,34,63,548,3,473,1512
AndhraPradesh,Guntur,2021,65,68,12,21,35,22,29,53,73,607,6,605,1596
AndhraPradesh,Kakinada,2021,27,42,2,12,59,20,15,23,13,125,4,662,1004
AndhraPradesh,Krishna,2021,24,29,10,15,58,7,19,37,112,289,6,169,775
AndhraPradesh,Kurnool,2021,20,62,2,25,26,8,12,31,17,193,4,542,942
AndhraPradesh,Nandyal,2021,44,42,0,28,85,44,21,95,38,287,2,1107,1793
AndhraPradesh,NTR,2021,1,0,0,0,0,2,0,0,0,1,0,497,501
AndhraPradesh,Palnadu,2021,36,63,7,29,59,26,31,38,54,395,3,231,972
AndhraPradesh,Parvathipuram Manyam,2021,41,78,2,21,169,35,19,52,51,364,4,614,1450
AndhraPradesh,Prakasam,2021,27,46,4,35,78,79,8,49,149,301,2,327,1105
AndhraPradesh,Sri Potti Sriramulu Nellore,2021,54,61,8,47,37,13,18,107,73,526,8,1082,2034
AndhraPradesh,Sri Sathya Sai,2021,0,0,0,0,85,0,0,0,0,4,0,0,89
AndhraPradesh,Srikakulam,2021,6,2,0,0,0,0,0,2,0,12,0,0,22
AndhraPradesh,Tirupati,2021,0,0,0,0,59,0,0,0,0,0,0,0,59
AndhraPradesh,Viiayawada Railway,2021,0,0,0,0,169,0,0,0,0,0,0,0,169
AndhraPradesh,Visakhapatnam,2021,0,3,0,0,78,0,0,0,0,4,0,0,85
AndhraPradesh,Vizianagaram,2021,4,0,0,0,37,0,0,0,0,15,0,0,56
AndhraPradesh,West Godavari,2021,2,0,0,0,0,0,0,1,0,0,0,0,3
Arunachal Pradesh,Anjaw,2021,1,0,0,0,1,0,0,0,5,10,0,0,17
Arunachal Pradesh,Changlang,2021,3,3,0,0,5,8,0,0,2,3,0,7,31
Arunachal Pradesh,Crime Branch,2021,2,2,0,0,0,0,0,0,0,10,0,23,37
Arunachal Pradesh,Dibang Valley,2021,9,6,0,0,0,0,6,3,1,15,0,0,40
Arunachal Pradesh,Kameng East,2021,2,1,0,0,4,0,1,0,2,12,0,2,24
Arunachal Pradesh,Kameng West,2021,1,1,1,0,1,3,2,1,3,19,0,10,42
Arunachal Pradesh,Kurung Kumey,2021,2,0,0,0,2,0,1,2,4,7,0,32,50
Arunachal Pradesh,Lohit,2021,2,0,0,0,3,4,0,1,2,2,0,3,17
Arunachal Pradesh,Longding,2021,0,0,1,3,3,4,0,0,5,0,0,13,29
Arunachal Pradesh,Lower Dibang Valley,2021,1,1,0,1,6,3,0,0,5,4,0,7,28
Arunachal Pradesh,Papum Pare City,2021,2,0,0,0,36,26,0,0,76,3,0,15,158
Arunachal Pradesh,Papum Pare Rural,2021,1,2,0,7,0,5,0,0,8,0,0,455,478
Arunachal Pradesh,Siang East,2021,5,1,1,19,7,6,1,0,8,14,0,41,103
Arunachal Pradesh,Siang Upper,2021,3,2,0,0,1,0,0,0,1,5,0,32,44
Arunachal Pradesh,Siang West,2021,0,2,0,1,3,0,0,0,4,5,0,8,23
Arunachal Pradesh,Subansiri Lower,2021,0,1,0,0,1,1,0,0,1,5,0,7,16
Arunachal Pradesh,Subansiri Upper,2021,3,0,0,0,2,0,0,0,13,2,0,6,26
Arunachal Pradesh,Tawang,2021,0,0,0,0,1,1,0,1,2,3,0,15,23
Arunachal Pradesh,Tirap,2021,0,0,0,0,0,0,0,0,0,3,0,1,4
Arunachal Pradesh,Namsai,2021,0,0,0,0,3,1,1,0,3,1,0,11,20
Arunachal Pradesh,Siang,2021,0,0,0,4,1,0,0,0,1,0,0,12,18
Arunachal Pradesh,Kamle,2021,48,136,41,5,2,0,0,0,7,0,13,8,260
